Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Action,R_Action
23.393,-20.532,-0.092,0.969,0.316,-0.769,0.009,-0.166,-0.002
23.403,-20.521,-0.089,1.141,0.300,-0.759,0.009,-0.166,-0.002
23.413,-20.509,-0.087,1.194,0.285,-0.756,0.008,-0.166,-0.002
23.423,-20.497,-0.084,1.244,0.271,-0.753,0.007,-0.166,-0.002
23.433,-20.484,-0.081,1.264,0.257,-0.752,0.007,-0.166,-0.002
23.443,-20.472,-0.079,1.201,0.272,-0.755,0.007,-0.166,-0.002
23.453,-20.459,-0.076,1.251,0.258,-0.752,0.006,-0.166,-0.002
23.463,-20.447,-0.073,1.270,0.273,-0.751,0.007,-0.166,-0.002
23.473,-20.433,-0.070,1.344,0.314,-0.746,0.009,-0.166,-0.002
23.483,-20.420,-0.067,1.305,0.326,-0.748,0.010,-0.166,-0.002
23.493,-20.408,-0.063,1.267,0.365,-0.750,0.012,-0.166,-0.002
23.503,-20.395,-0.060,1.203,0.346,-0.753,0.010,-0.165,-0.002
23.513,-20.384,-0.056,1.143,0.356,-0.756,0.011,-0.165,-0.002
23.523,-20.373,-0.052,1.059,0.366,-0.761,0.011,-0.165,-0.002
23.533,-20.364,-0.049,0.978,0.375,-0.765,0.011,-0.165,-0.002
23.543,-20.355,-0.045,0.847,0.356,-0.772,0.010,-0.165,-0.002
23.553,-20.347,-0.042,0.777,0.311,-0.777,0.007,-0.165,-0.002
23.563,-20.341,-0.039,0.683,0.268,-0.782,0.004,-0.165,-0.002
23.573,-20.335,-0.037,0.594,0.200,-0.787,0.000,-0.165,-0.002
23.583,-20.329,-0.036,0.565,0.162,-0.789,-0.002,-0.165,-0.002
23.593,-20.324,-0.034,0.509,0.127,-0.792,-0.004,-0.165,-0.002
23.603,-20.320,-0.033,0.428,0.120,-0.797,-0.004,-0.165,-0.002
23.613,-20.316,-0.032,0.325,0.114,-0.803,-0.005,-0.165,-0.002
23.623,-20.314,-0.031,0.281,0.136,-0.805,-0.004,-0.164,-0.003
23.633,-20.311,-0.029,0.267,0.157,-0.806,-0.003,-0.164,-0.003
23.643,-20.308,-0.027,0.308,0.176,-0.803,-0.002,-0.164,-0.003
23.653,-20.305,-0.025,0.293,0.195,-0.804,-0.001,-0.164,-0.003
23.663,-20.302,-0.023,0.333,0.240,-0.801,0.002,-0.164,-0.003
23.673,-20.297,-0.021,0.427,0.228,-0.796,0.001,-0.164,-0.003
23.683,-20.291,-0.018,0.652,0.327,-0.783,0.007,-0.165,-0.003
23.693,-20.283,-0.014,0.730,0.365,-0.778,0.009,-0.165,-0.003
23.703,-20.275,-0.010,0.803,0.347,-0.774,0.009,-0.165,-0.003
23.713,-20.267,-0.007,0.818,0.330,-0.773,0.008,-0.165,-0.002
23.723,-20.259,-0.004,0.777,0.313,-0.775,0.007,-0.165,-0.002
23.733,-20.251,-0.001,0.820,0.270,-0.773,0.005,-0.165,-0.002
23.743,-20.243,0.001,0.834,0.257,-0.772,0.004,-0.165,-0.002
23.753,-20.234,0.003,0.848,0.216,-0.771,0.002,-0.165,-0.002
23.763,-20.227,0.006,0.778,0.205,-0.775,0.001,-0.165,-0.002
23.773,-20.220,0.008,0.711,0.223,-0.779,0.002,-0.165,-0.002
23.783,-20.213,0.010,0.621,0.212,-0.784,0.001,-0.164,-0.002
23.793,-20.207,0.012,0.590,0.201,-0.786,0.000,-0.164,-0.002
23.803,-20.202,0.014,0.505,0.218,-0.790,0.001,-0.164,-0.003
23.813,-20.198,0.016,0.398,0.207,-0.796,-0.000,-0.164,-0.003
23.823,-20.196,0.018,0.213,0.142,-0.807,-0.004,-0.164,-0.003
23.833,-20.195,0.019,0.093,0.108,-0.814,-0.007,-0.164,-0.003
23.843,-20.196,0.020,-0.022,0.102,-0.821,-0.007,-0.164,-0.003
23.853,-20.197,0.019,-0.131,-0.068,-0.828,-0.016,-0.164,-0.002
23.863,-20.198,0.018,-0.124,-0.147,-0.828,-0.021,-0.164,-0.002
23.873,-20.200,0.016,-0.200,-0.194,-0.833,-0.023,-0.164,-0.002
23.883,-20.203,0.013,-0.273,-0.267,-0.837,-0.027,-0.164,-0.002
23.893,-20.207,0.010,-0.396,-0.281,-0.844,-0.029,-0.164,-0.002
23.903,-20.211,0.007,-0.377,-0.322,-0.844,-0.031,-0.164,-0.002
23.913,-20.214,0.004,-0.330,-0.306,-0.841,-0.030,-0.164,-0.002
23.923,-20.217,0.001,-0.259,-0.291,-0.837,-0.029,-0.164,-0.002
23.933,-20.219,-0.002,-0.246,-0.249,-0.836,-0.027,-0.164,-0.002
23.943,-20.220,-0.004,-0.151,-0.236,-0.830,-0.026,-0.164,-0.002
23.953,-20.221,-0.006,-0.061,-0.197,-0.825,-0.023,-0.164,-0.002
23.963,-20.219,-0.007,0.244,-0.132,-0.807,-0.019,-0.164,-0.002
23.973,-20.215,-0.008,0.369,-0.098,-0.800,-0.017,-0.164,-0.002
23.983,-20.210,-0.009,0.515,-0.093,-0.791,-0.016,-0.165,-0.002
23.993,-20.204,-0.010,0.627,-0.061,-0.785,-0.014,-0.165,-0.002
24.003,-20.198,-0.011,0.596,-0.085,-0.786,-0.016,-0.165,-0.002
24.013,-20.191,-0.011,0.676,-0.081,-0.782,-0.015,-0.165,-0.002
24.023,-20.183,-0.012,0.752,-0.105,-0.777,-0.016,-0.165,-0.002
24.033,-20.175,-0.013,0.879,-0.099,-0.770,-0.016,-0.165,-0.002
24.043,-20.165,-0.014,0.972,-0.067,-0.764,-0.014,-0.165,-0.002
24.053,-20.156,-0.014,0.924,-0.036,-0.766,-0.013,-0.165,-0.002
24.063,-20.145,-0.014,1.097,0.021,-0.756,-0.009,-0.165,-0.002
24.073,-20.134,-0.013,1.042,0.102,-0.758,-0.005,-0.165,-0.002
24.083,-20.124,-0.012,1.018,0.124,-0.759,-0.004,-0.164,-0.002
24.093,-20.114,-0.010,0.994,0.173,-0.760,-0.002,-0.164,-0.003
24.103,-20.104,-0.008,0.972,0.219,-0.761,0.000,-0.164,-0.003
24.113,-20.095,-0.005,0.923,0.263,-0.763,0.002,-0.164,-0.003
24.123,-20.086,-0.003,0.905,0.250,-0.764,0.002,-0.164,-0.003
24.133,-20.077,0.001,0.914,0.348,-0.763,0.007,-0.164,-0.003
24.143,-20.068,0.004,0.869,0.385,-0.765,0.009,-0.164,-0.003
24.153,-20.060,0.009,0.853,0.421,-0.766,0.010,-0.164,-0.003
24.163,-20.051,0.013,0.838,0.427,-0.766,0.011,-0.164,-0.003
24.173,-20.042,0.017,0.906,0.461,-0.762,0.013,-0.164,-0.003
24.183,-20.033,0.022,0.943,0.438,-0.760,0.012,-0.164,-0.003
24.193,-20.023,0.026,0.950,0.416,-0.760,0.010,-0.164,-0.003
24.203,-20.013,0.030,0.985,0.368,-0.758,0.008,-0.164,-0.003
24.213,-20.004,0.033,0.936,0.322,-0.761,0.005,-0.164,-0.003
24.223,-19.995,0.036,0.944,0.278,-0.760,0.003,-0.164,-0.003
24.233,-19.985,0.038,0.952,0.209,-0.760,-0.001,-0.164,-0.003
24.243,-19.975,0.039,1.014,0.171,-0.757,-0.002,-0.164,-0.003
24.253,-19.965,0.041,0.991,0.163,-0.758,-0.003,-0.164,-0.003
24.263,-19.955,0.042,0.996,0.100,-0.758,-0.007,-0.164,-0.003
24.273,-19.945,0.043,0.974,0.095,-0.759,-0.007,-0.164,-0.003
24.283,-19.936,0.044,0.925,0.090,-0.761,-0.007,-0.164,-0.003
24.293,-19.927,0.045,0.934,0.086,-0.761,-0.008,-0.164,-0.003
24.303,-19.918,0.046,0.915,0.109,-0.762,-0.007,-0.164,-0.003
24.313,-19.908,0.047,0.924,0.103,-0.761,-0.007,-0.164,-0.003
24.323,-19.900,0.048,0.878,0.071,-0.763,-0.009,-0.164,-0.003
24.333,-19.891,0.048,0.861,0.067,-0.764,-0.009,-0.163,-0.003
24.343,-19.883,0.049,0.818,0.036,-0.767,-0.011,-0.163,-0.003
24.353,-19.875,0.049,0.777,0.007,-0.769,-0.013,-0.163,-0.003
24.363,-19.868,0.049,0.738,-0.021,-0.771,-0.015,-0.163,-0.003
24.373,-19.861,0.048,0.702,-0.047,-0.773,-0.016,-0.163,-0.003
24.383,-19.853,0.048,0.721,-0.045,-0.772,-0.016,-0.163,-0.003
24.393,-19.847,0.047,0.685,-0.043,-0.774,-0.016,-0.163,-0.003
24.403,-19.840,0.046,0.651,-0.068,-0.776,-0.018,-0.163,-0.003
24.413,-19.834,0.046,0.619,-0.065,-0.777,-0.018,-0.163,-0.003
24.423,-19.828,0.045,0.588,-0.061,-0.779,-0.018,-0.163,-0.003
24.433,-19.823,0.044,0.531,-0.086,-0.782,-0.020,-0.163,-0.003
24.443,-19.818,0.044,0.477,-0.081,-0.785,-0.020,-0.163,-0.003
24.453,-19.814,0.043,0.398,-0.105,-0.790,-0.021,-0.163,-0.003
24.463,-19.810,0.042,0.378,-0.100,-0.791,-0.021,-0.163,-0.003
24.473,-19.807,0.040,0.332,-0.122,-0.793,-0.023,-0.163,-0.003
24.483,-19.804,0.039,0.315,-0.143,-0.794,-0.024,-0.163,-0.003
24.493,-19.801,0.037,0.299,-0.136,-0.795,-0.024,-0.163,-0.003
24.503,-19.798,0.036,0.257,-0.157,-0.797,-0.025,-0.163,-0.003
24.513,-19.796,0.034,0.217,-0.177,-0.800,-0.026,-0.163,-0.003
24.523,-19.795,0.032,0.123,-0.195,-0.805,-0.027,-0.163,-0.003
24.533,-19.794,0.030,0.090,-0.185,-0.807,-0.027,-0.162,-0.003
24.543,-19.794,0.028,0.003,-0.204,-0.812,-0.028,-0.162,-0.003
24.553,-19.795,0.026,-0.080,-0.193,-0.816,-0.028,-0.162,-0.003
24.563,-19.795,0.024,-0.076,-0.211,-0.816,-0.029,-0.162,-0.003
24.573,-19.797,0.022,-0.154,-0.201,-0.821,-0.029,-0.162,-0.003
24.583,-19.799,0.020,-0.229,-0.191,-0.825,-0.029,-0.162,-0.003
24.593,-19.803,0.019,-0.410,-0.181,-0.835,-0.029,-0.162,-0.004
24.603,-19.808,0.017,-0.472,-0.200,-0.839,-0.030,-0.162,-0.004
24.613,-19.813,0.015,-0.503,-0.190,-0.840,-0.030,-0.162,-0.004
24.623,-19.818,0.013,-0.533,-0.180,-0.842,-0.029,-0.162,-0.004
24.633,-19.823,0.011,-0.506,-0.144,-0.841,-0.027,-0.162,-0.004
24.643,-19.829,0.010,-0.508,-0.109,-0.841,-0.025,-0.162,-0.004
24.653,-19.834,0.010,-0.510,-0.076,-0.841,-0.024,-0.162,-0.004
24.663,-19.839,0.009,-0.512,-0.072,-0.841,-0.023,-0.162,-0.004
24.673,-19.844,0.008,-0.487,-0.069,-0.839,-0.023,-0.162,-0.004
24.683,-19.849,0.007,-0.490,-0.093,-0.840,-0.024,-0.162,-0.004
24.693,-19.853,0.006,-0.465,-0.115,-0.839,-0.025,-0.162,-0.004
24.703,-19.858,0.004,-0.442,-0.165,-0.838,-0.028,-0.162,-0.004
24.713,-19.862,0.003,-0.447,-0.184,-0.838,-0.029,-0.162,-0.003
24.723,-19.866,0.000,-0.425,-0.230,-0.837,-0.031,-0.162,-0.003
24.733,-19.871,-0.002,-0.431,-0.246,-0.838,-0.032,-0.162,-0.003
24.743,-19.875,-0.005,-0.410,-0.261,-0.837,-0.033,-0.162,-0.003
24.753,-19.879,-0.007,-0.389,-0.248,-0.835,-0.032,-0.162,-0.003
24.763,-19.882,-0.009,-0.342,-0.208,-0.833,-0.030,-0.162,-0.003
24.773,-19.885,-0.011,-0.325,-0.170,-0.831,-0.028,-0.162,-0.003
24.783,-19.888,-0.012,-0.309,-0.134,-0.830,-0.026,-0.162,-0.003
24.793,-19.891,-0.013,-0.266,-0.072,-0.828,-0.022,-0.162,-0.004
24.803,-19.893,-0.013,-0.225,-0.041,-0.825,-0.021,-0.162,-0.004
24.813,-19.895,-0.013,-0.159,0.016,-0.821,-0.017,-0.162,-0.004
24.823,-19.896,-0.013,-0.124,0.042,-0.819,-0.016,-0.162,-0.004
24.833,-19.897,-0.013,-0.117,0.040,-0.819,-0.016,-0.162,-0.004
24.843,-19.898,-0.012,-0.084,0.038,-0.817,-0.016,-0.162,-0.004
24.853,-19.899,-0.012,-0.080,0.036,-0.817,-0.016,-0.162,-0.004
24.863,-19.899,-0.011,-0.048,0.034,-0.815,-0.016,-0.162,-0.004
24.873,-19.900,-0.011,-0.019,0.033,-0.813,-0.016,-0.162,-0.004
24.883,-19.900,-0.011,0.010,0.004,-0.812,-0.017,-0.162,-0.003
24.893,-19.899,-0.011,0.037,0.003,-0.810,-0.017,-0.163,-0.003
24.903,-19.899,-0.011,0.062,0.003,-0.809,-0.017,-0.163,-0.003
24.913,-19.898,-0.011,0.059,0.031,-0.809,-0.016,-0.162,-0.004
24.923,-19.897,-0.010,0.056,0.029,-0.809,-0.016,-0.162,-0.004
24.933,-19.897,-0.010,0.081,0.055,-0.807,-0.014,-0.162,-0.004
24.943,-19.896,-0.009,0.104,0.080,-0.806,-0.013,-0.162,-0.004
24.953,-19.895,-0.008,0.099,0.076,-0.806,-0.013,-0.162,-0.004
24.963,-19.893,-0.008,0.122,0.072,-0.805,-0.013,-0.162,-0.004
24.973,-19.892,-0.007,0.116,0.068,-0.805,-0.013,-0.162,-0.004
24.983,-19.891,-0.006,0.110,0.092,-0.805,-0.012,-0.162,-0.004
24.993,-19.890,-0.005,0.104,0.088,-0.806,-0.012,-0.162,-0.004
25.003,-19.889,-0.004,0.127,0.111,-0.804,-0.011,-0.162,-0.004
25.013,-19.887,-0.003,0.148,0.105,-0.803,-0.011,-0.162,-0.004
25.023,-19.886,-0.002,0.140,0.128,-0.804,-0.010,-0.162,-0.004
25.033,-19.884,-0.000,0.161,0.121,-0.802,-0.010,-0.162,-0.004
25.043,-19.882,0.001,0.180,0.170,-0.801,-0.008,-0.162,-0.004
25.053,-19.881,0.003,0.171,0.189,-0.801,-0.007,-0.162,-0.004
25.063,-19.879,0.005,0.163,0.207,-0.802,-0.006,-0.162,-0.004
25.073,-19.877,0.007,0.182,0.197,-0.801,-0.006,-0.162,-0.004
25.083,-19.875,0.009,0.200,0.214,-0.800,-0.005,-0.162,-0.004
25.093,-19.873,0.011,0.190,0.204,-0.800,-0.006,-0.162,-0.004
25.103,-19.872,0.014,0.181,0.221,-0.801,-0.005,-0.162,-0.004
25.113,-19.870,0.016,0.172,0.210,-0.801,-0.006,-0.162,-0.004
25.123,-19.868,0.018,0.163,0.199,-0.802,-0.006,-0.162,-0.004
25.133,-19.867,0.019,0.128,0.162,-0.804,-0.008,-0.162,-0.004
25.143,-19.866,0.021,0.121,0.154,-0.804,-0.009,-0.162,-0.004
25.153,-19.865,0.022,0.060,0.146,-0.808,-0.009,-0.162,-0.004
25.163,-19.865,0.024,0.030,0.139,-0.810,-0.010,-0.162,-0.004
25.173,-19.865,0.024,0.001,0.049,-0.812,-0.014,-0.162,-0.003
25.183,-19.865,0.024,-0.027,0.020,-0.814,-0.016,-0.162,-0.003
25.193,-19.865,0.025,-0.025,0.019,-0.814,-0.016,-0.162,-0.003
25.203,-19.866,0.025,-0.052,0.018,-0.815,-0.016,-0.162,-0.003
25.213,-19.867,0.024,-0.076,-0.038,-0.817,-0.019,-0.162,-0.003
25.223,-19.868,0.024,-0.128,-0.064,-0.820,-0.021,-0.162,-0.003
25.233,-19.869,0.023,-0.149,-0.061,-0.821,-0.021,-0.162,-0.003
25.243,-19.871,0.022,-0.196,-0.085,-0.824,-0.022,-0.162,-0.003
25.253,-19.874,0.021,-0.214,-0.108,-0.825,-0.023,-0.162,-0.003
25.263,-19.876,0.020,-0.203,-0.130,-0.825,-0.024,-0.162,-0.003
25.273,-19.878,0.019,-0.220,-0.124,-0.826,-0.024,-0.162,-0.003
25.283,-19.880,0.017,-0.237,-0.118,-0.827,-0.024,-0.162,-0.003
25.293,-19.883,0.016,-0.280,-0.167,-0.829,-0.027,-0.162,-0.003
25.303,-19.886,0.014,-0.293,-0.186,-0.830,-0.028,-0.162,-0.003
25.313,-19.889,0.012,-0.279,-0.176,-0.829,-0.027,-0.162,-0.003
25.323,-19.891,0.010,-0.265,-0.168,-0.829,-0.027,-0.162,-0.003
25.333,-19.894,0.009,-0.252,-0.159,-0.828,-0.026,-0.162,-0.003
25.343,-19.896,0.007,-0.239,-0.151,-0.827,-0.026,-0.162,-0.003
25.353,-19.898,0.006,-0.227,-0.144,-0.826,-0.025,-0.162,-0.003
25.363,-19.904,0.004,-0.518,-0.191,-0.843,-0.029,-0.162,-0.003
25.373,-19.909,0.002,-0.519,-0.209,-0.844,-0.030,-0.162,-0.003
25.383,-19.914,-0.000,-0.521,-0.199,-0.844,-0.029,-0.162,-0.003
25.393,-19.919,-0.002,-0.522,-0.189,-0.844,-0.029,-0.162,-0.003
25.403,-19.924,-0.004,-0.496,-0.180,-0.842,-0.028,-0.162,-0.003
25.413,-19.929,-0.005,-0.471,-0.171,-0.841,-0.027,-0.162,-0.003
25.423,-19.934,-0.007,-0.475,-0.162,-0.841,-0.027,-0.162,-0.003
25.433,-19.938,-0.009,-0.479,-0.154,-0.841,-0.027,-0.162,-0.003
25.443,-19.943,-0.010,-0.483,-0.174,-0.842,-0.028,-0.162,-0.003
25.453,-19.948,-0.012,-0.458,-0.165,-0.840,-0.027,-0.162,-0.003
25.463,-19.952,-0.014,-0.435,-0.184,-0.839,-0.028,-0.162,-0.003
25.473,-19.956,-0.016,-0.414,-0.175,-0.838,-0.027,-0.163,-0.003
25.483,-19.960,-0.017,-0.393,-0.166,-0.837,-0.027,-0.163,-0.003
25.493,-19.964,-0.019,-0.346,-0.158,-0.834,-0.026,-0.163,-0.003
25.503,-19.967,-0.020,-0.301,-0.150,-0.832,-0.026,-0.163,-0.003
25.513,-19.969,-0.022,-0.259,-0.143,-0.829,-0.025,-0.163,-0.003
25.523,-19.972,-0.023,-0.246,-0.135,-0.829,-0.025,-0.163,-0.003
25.533,-19.974,-0.024,-0.206,-0.129,-0.826,-0.024,-0.163,-0.003
25.543,-19.976,-0.026,-0.196,-0.122,-0.826,-0.024,-0.163,-0.003
25.553,-19.977,-0.026,-0.158,-0.089,-0.823,-0.022,-0.163,-0.003
25.563,-19.979,-0.027,-0.123,-0.084,-0.821,-0.022,-0.163,-0.003
25.573,-19.979,-0.028,-0.034,-0.053,-0.816,-0.020,-0.163,-0.003
25.583,-19.979,-0.028,0.022,-0.050,-0.813,-0.019,-0.163,-0.003
25.593,-19.978,-0.029,0.076,-0.020,-0.810,-0.018,-0.163,-0.003
25.603,-19.977,-0.028,0.127,0.009,-0.807,-0.016,-0.163,-0.003
25.613,-19.976,-0.028,0.121,0.036,-0.807,-0.015,-0.163,-0.003
25.623,-19.974,-0.028,0.170,0.034,-0.804,-0.015,-0.163,-0.003
25.633,-19.972,-0.027,0.189,0.087,-0.803,-0.012,-0.163,-0.003
25.643,-19.969,-0.026,0.289,0.083,-0.797,-0.012,-0.163,-0.003
25.653,-19.966,-0.025,0.330,0.133,-0.794,-0.009,-0.163,-0.003
25.663,-19.962,-0.023,0.368,0.182,-0.792,-0.006,-0.163,-0.003
25.673,-19.958,-0.021,0.405,0.200,-0.789,-0.005,-0.163,-0.003
25.683,-19.954,-0.019,0.384,0.190,-0.791,-0.006,-0.163,-0.003
25.693,-19.950,-0.017,0.393,0.208,-0.790,-0.005,-0.163,-0.003
25.703,-19.946,-0.015,0.400,0.225,-0.789,-0.004,-0.163,-0.004
25.713,-19.942,-0.012,0.435,0.241,-0.787,-0.003,-0.163,-0.004
25.723,-19.938,-0.010,0.414,0.229,-0.788,-0.003,-0.163,-0.004
25.733,-19.934,-0.008,0.420,0.218,-0.788,-0.004,-0.163,-0.003
25.743,-19.930,-0.005,0.399,0.234,-0.789,-0.003,-0.163,-0.004
25.753,-19.926,-0.003,0.379,0.250,-0.790,-0.002,-0.163,-0.004
25.763,-19.922,-0.001,0.388,0.238,-0.790,-0.003,-0.163,-0.004
25.773,-19.918,0.002,0.396,0.253,-0.789,-0.002,-0.163,-0.004
25.783,-19.913,0.004,0.541,0.241,-0.781,-0.002,-0.163,-0.003
25.793,-19.907,0.007,0.569,0.256,-0.779,-0.001,-0.163,-0.003
25.803,-19.901,0.009,0.595,0.243,-0.778,-0.002,-0.163,-0.003
25.813,-19.895,0.012,0.593,0.231,-0.778,-0.003,-0.163,-0.003
25.823,-19.889,0.014,0.563,0.247,-0.779,-0.002,-0.163,-0.003
25.833,-19.884,0.016,0.563,0.235,-0.779,-0.003,-0.163,-0.003
25.843,-19.878,0.019,0.535,0.223,-0.781,-0.003,-0.163,-0.003
25.853,-19.873,0.021,0.508,0.212,-0.782,-0.004,-0.163,-0.003
25.863,-19.868,0.023,0.482,0.229,-0.784,-0.003,-0.163,-0.003
25.873,-19.864,0.025,0.403,0.217,-0.788,-0.004,-0.163,-0.004
25.883,-19.861,0.028,0.356,0.234,-0.791,-0.003,-0.163,-0.004
25.893,-19.857,0.030,0.338,0.250,-0.792,-0.003,-0.162,-0.004
25.903,-19.855,0.032,0.294,0.237,-0.794,-0.003,-0.162,-0.004
25.913,-19.852,0.035,0.251,0.253,-0.796,-0.003,-0.162,-0.004
25.923,-19.850,0.037,0.184,0.240,-0.800,-0.004,-0.162,-0.004
25.933,-19.849,0.040,0.147,0.228,-0.802,-0.004,-0.162,-0.004
25.943,-19.847,0.042,0.140,0.217,-0.803,-0.005,-0.162,-0.004
25.953,-19.846,0.044,0.105,0.206,-0.805,-0.006,-0.162,-0.004
25.963,-19.845,0.046,0.100,0.196,-0.805,-0.006,-0.162,-0.004
25.973,-19.845,0.048,0.068,0.186,-0.807,-0.007,-0.162,-0.004
25.983,-19.844,0.049,0.037,0.176,-0.809,-0.007,-0.162,-0.004
25.993,-19.844,0.051,0.008,0.168,-0.811,-0.008,-0.162,-0.004
26.003,-19.844,0.053,0.007,0.159,-0.811,-0.008,-0.162,-0.004
26.013,-19.844,0.054,0.007,0.151,-0.811,-0.008,-0.162,-0.004
26.023,-19.844,0.055,0.006,0.116,-0.811,-0.010,-0.162,-0.003
26.033,-19.844,0.057,0.006,0.110,-0.811,-0.011,-0.162,-0.003
26.043,-19.844,0.058,-0.022,0.105,-0.813,-0.011,-0.162,-0.003
26.053,-19.844,0.058,-0.021,0.072,-0.813,-0.013,-0.162,-0.003
26.063,-19.845,0.059,-0.074,0.069,-0.816,-0.013,-0.162,-0.003
26.073,-19.846,0.059,-0.071,0.038,-0.816,-0.014,-0.162,-0.003
26.083,-19.847,0.060,-0.095,0.036,-0.818,-0.015,-0.162,-0.003
26.093,-19.848,0.060,-0.117,0.061,-0.819,-0.013,-0.162,-0.003
26.103,-19.849,0.061,-0.112,0.058,-0.819,-0.013,-0.162,-0.003
26.113,-19.850,0.061,-0.106,0.056,-0.818,-0.014,-0.162,-0.003
26.123,-19.851,0.062,-0.101,0.053,-0.818,-0.014,-0.162,-0.003
26.133,-19.852,0.063,-0.096,0.078,-0.818,-0.012,-0.162,-0.003
26.143,-19.853,0.064,-0.091,0.074,-0.818,-0.012,-0.162,-0.003
26.153,-19.854,0.064,-0.086,0.070,-0.817,-0.013,-0.162,-0.003
26.163,-19.854,0.065,-0.055,0.066,-0.816,-0.013,-0.162,-0.003
26.173,-19.855,0.066,-0.052,0.063,-0.815,-0.013,-0.162,-0.003
26.183,-19.855,0.066,-0.049,0.060,-0.815,-0.013,-0.162,-0.003
26.193,-19.856,0.067,-0.047,0.057,-0.815,-0.013,-0.162,-0.003
26.203,-19.856,0.067,0.011,0.054,-0.812,-0.013,-0.163,-0.003
26.213,-19.855,0.068,0.037,0.051,-0.811,-0.013,-0.163,-0.003
26.223,-19.855,0.068,0.036,0.049,-0.811,-0.013,-0.163,-0.003
26.233,-19.854,0.069,0.061,0.046,-0.809,-0.013,-0.163,-0.003
26.243,-19.854,0.069,0.058,0.044,-0.809,-0.013,-0.163,-0.003
26.253,-19.853,0.070,0.083,0.042,-0.808,-0.013,-0.163,-0.003
26.263,-19.852,0.070,0.106,0.067,-0.807,-0.012,-0.163,-0.003
26.273,-19.850,0.071,0.156,0.064,-0.804,-0.012,-0.163,-0.003
26.283,-19.848,0.072,0.203,0.088,-0.801,-0.011,-0.163,-0.003
26.293,-19.846,0.073,0.220,0.084,-0.800,-0.011,-0.163,-0.003
26.303,-19.844,0.074,0.237,0.107,-0.799,-0.009,-0.163,-0.003
26.313,-19.841,0.075,0.225,0.129,-0.799,-0.008,-0.163,-0.003
26.323,-19.839,0.076,0.241,0.123,-0.798,-0.009,-0.163,-0.003
26.333,-19.836,0.078,0.284,0.144,-0.796,-0.007,-0.163,-0.003
26.343,-19.833,0.080,0.352,0.192,-0.792,-0.005,-0.163,-0.003
26.353,-19.829,0.082,0.389,0.210,-0.789,-0.004,-0.163,-0.003
26.363,-19.825,0.084,0.397,0.227,-0.789,-0.003,-0.163,-0.003
26.373,-19.821,0.086,0.433,0.243,-0.787,-0.002,-0.163,-0.003
26.383,-19.816,0.089,0.411,0.231,-0.788,-0.002,-0.163,-0.003
26.393,-19.812,0.091,0.418,0.219,-0.787,-0.003,-0.163,-0.003
26.403,-19.808,0.093,0.452,0.236,-0.785,-0.002,-0.163,-0.003
26.413,-19.803,0.095,0.512,0.224,-0.782,-0.002,-0.163,-0.003
26.423,-19.798,0.098,0.486,0.213,-0.783,-0.003,-0.163,-0.003
26.433,-19.792,0.100,0.572,0.202,-0.779,-0.003,-0.163,-0.003
26.443,-19.786,0.101,0.571,0.192,-0.779,-0.004,-0.163,-0.003
26.453,-19.781,0.103,0.542,0.182,-0.780,-0.004,-0.163,-0.003
26.463,-19.775,0.105,0.570,0.201,-0.778,-0.003,-0.163,-0.003
26.473,-19.770,0.108,0.569,0.246,-0.778,-0.001,-0.163,-0.003
26.483,-19.764,0.110,0.595,0.261,-0.776,-0.000,-0.163,-0.003
26.493,-19.758,0.113,0.593,0.275,-0.776,0.001,-0.163,-0.003
26.503,-19.752,0.116,0.591,0.289,-0.776,0.001,-0.163,-0.003
26.513,-19.746,0.119,0.589,0.302,-0.776,0.002,-0.163,-0.003
26.523,-19.740,0.122,0.559,0.314,-0.778,0.002,-0.162,-0.003
26.533,-19.735,0.125,0.559,0.299,-0.778,0.002,-0.162,-0.003
26.544,-19.729,0.129,0.558,0.366,-0.777,0.005,-0.162,-0.003
26.553,-19.723,0.133,0.640,0.375,-0.773,0.006,-0.162,-0.003
26.564,-19.716,0.136,0.636,0.384,-0.773,0.006,-0.162,-0.003
26.574,-19.710,0.140,0.659,0.392,-0.771,0.007,-0.162,-0.003
26.584,-19.703,0.144,0.653,0.373,-0.772,0.006,-0.162,-0.003
26.594,-19.697,0.147,0.621,0.326,-0.774,0.003,-0.162,-0.003
26.604,-19.691,0.150,0.645,0.310,-0.772,0.003,-0.162,-0.003
26.614,-19.684,0.153,0.640,0.267,-0.773,0.000,-0.162,-0.003
26.624,-19.678,0.155,0.635,0.199,-0.773,-0.003,-0.163,-0.003
26.634,-19.672,0.157,0.604,0.161,-0.775,-0.005,-0.163,-0.003
26.644,-19.666,0.158,0.573,0.153,-0.777,-0.006,-0.162,-0.003
26.654,-19.661,0.159,0.545,0.091,-0.779,-0.009,-0.162,-0.003
26.664,-19.655,0.160,0.517,0.086,-0.780,-0.010,-0.162,-0.003
26.674,-19.650,0.161,0.492,0.082,-0.782,-0.010,-0.162,-0.003
26.684,-19.646,0.161,0.467,0.050,-0.783,-0.012,-0.162,-0.003
26.694,-19.642,0.162,0.416,0.048,-0.786,-0.012,-0.162,-0.003
26.704,-19.638,0.162,0.395,0.045,-0.787,-0.013,-0.162,-0.003
26.714,-19.634,0.163,0.376,0.043,-0.788,-0.013,-0.162,-0.003
