Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Action,R_Action
198.157,-19.718,4.093,-0.047,-0.060,0.825,2.038,0.166,0.408
198.167,-19.719,4.093,-0.045,-0.030,0.825,2.040,0.165,0.408
198.177,-19.719,4.093,-0.043,-0.028,0.825,2.040,0.165,0.408
198.187,-19.720,4.093,-0.068,-0.027,0.823,2.040,0.165,0.408
198.197,-19.721,4.093,-0.065,0.002,0.823,2.042,0.165,0.408
198.207,-19.721,4.093,-0.061,0.029,0.823,2.043,0.165,0.408
198.217,-19.722,4.094,-0.086,0.055,0.821,2.045,0.165,0.408
198.227,-19.723,4.094,-0.136,0.080,0.818,2.047,0.165,0.408
198.237,-19.725,4.095,-0.157,0.076,0.817,2.047,0.165,0.409
198.247,-19.726,4.096,-0.149,0.072,0.817,2.047,0.165,0.409
198.257,-19.728,4.096,-0.169,0.069,0.816,2.047,0.165,0.409
198.267,-19.730,4.097,-0.161,0.065,0.817,2.047,0.165,0.409
198.277,-19.731,4.098,-0.153,0.062,0.817,2.047,0.165,0.409
198.287,-19.733,4.098,-0.172,0.059,0.816,2.047,0.165,0.409
198.297,-19.735,4.099,-0.164,0.056,0.817,2.047,0.165,0.409
198.307,-19.736,4.099,-0.156,0.053,0.817,2.047,0.165,0.409
198.317,-19.738,4.100,-0.175,0.023,0.816,2.045,0.165,0.409
198.327,-19.740,4.100,-0.167,0.022,0.817,2.045,0.165,0.409
198.337,-19.741,4.100,-0.158,-0.007,0.818,2.044,0.166,0.409
198.347,-19.743,4.100,-0.150,-0.006,0.818,2.044,0.166,0.409
198.357,-19.744,4.099,-0.115,-0.061,0.821,2.040,0.166,0.409
198.367,-19.745,4.098,-0.110,-0.085,0.822,2.039,0.166,0.409
198.377,-19.746,4.097,-0.104,-0.109,0.822,2.038,0.166,0.409
198.387,-19.747,4.096,-0.071,-0.131,0.825,2.036,0.166,0.409
198.397,-19.747,4.094,-0.068,-0.152,0.825,2.035,0.166,0.409
198.407,-19.748,4.093,-0.037,-0.144,0.827,2.035,0.166,0.409
198.417,-19.748,4.092,-0.035,-0.137,0.827,2.035,0.166,0.409
198.427,-19.748,4.090,-0.006,-0.130,0.829,2.035,0.166,0.409
198.437,-19.748,4.089,0.049,-0.123,0.832,2.034,0.166,0.408
198.447,-19.747,4.088,0.047,-0.117,0.832,2.035,0.166,0.408
198.457,-19.747,4.087,0.072,-0.084,0.833,2.036,0.166,0.408
198.467,-19.746,4.086,0.096,-0.080,0.835,2.036,0.166,0.408
198.477,-19.745,4.085,0.091,-0.076,0.834,2.036,0.166,0.408
198.487,-19.744,4.085,0.114,-0.072,0.836,2.036,0.166,0.408
198.497,-19.742,4.084,0.136,-0.096,0.837,2.034,0.166,0.408
198.507,-19.740,4.083,0.184,-0.119,0.841,2.032,0.166,0.408
198.517,-19.738,4.081,0.202,-0.140,0.842,2.031,0.166,0.408
198.527,-19.736,4.080,0.192,-0.161,0.841,2.030,0.166,0.408
198.537,-19.734,4.078,0.210,-0.153,0.842,2.030,0.166,0.408
198.547,-19.732,4.077,0.199,-0.145,0.842,2.030,0.166,0.408
198.557,-19.730,4.075,0.189,-0.138,0.841,2.031,0.166,0.408
198.567,-19.729,4.074,0.180,-0.103,0.840,2.032,0.166,0.408
198.577,-19.727,4.073,0.143,-0.098,0.837,2.033,0.166,0.408
198.587,-19.726,4.073,0.136,-0.066,0.837,2.035,0.166,0.408
198.597,-19.725,4.072,0.130,-0.035,0.836,2.037,0.166,0.408
198.607,-19.723,4.072,0.123,-0.006,0.835,2.038,0.165,0.408
198.617,-19.722,4.072,0.117,-0.006,0.835,2.038,0.165,0.408
198.627,-19.721,4.072,0.111,-0.005,0.834,2.038,0.165,0.408
198.637,-19.720,4.072,0.105,-0.005,0.834,2.038,0.165,0.408
198.647,-19.718,4.072,0.155,-0.032,0.837,2.036,0.166,0.408
198.657,-19.717,4.071,0.147,-0.031,0.837,2.036,0.166,0.408
198.667,-19.715,4.071,0.222,-0.029,0.841,2.035,0.166,0.407
198.677,-19.712,4.071,0.266,-0.028,0.844,2.035,0.166,0.407
198.687,-19.709,4.071,0.308,-0.026,0.847,2.034,0.166,0.407
198.697,-19.706,4.070,0.292,-0.025,0.845,2.034,0.165,0.407
198.707,-19.703,4.070,0.333,-0.024,0.848,2.033,0.165,0.407
198.717,-19.699,4.070,0.371,0.005,0.850,2.034,0.165,0.407
198.727,-19.694,4.070,0.462,0.005,0.856,2.033,0.165,0.407
198.737,-19.690,4.070,0.467,0.005,0.856,2.033,0.165,0.406
198.747,-19.685,4.071,0.498,0.032,0.857,2.033,0.165,0.406
198.757,-19.680,4.071,0.473,0.030,0.856,2.034,0.165,0.406
198.767,-19.675,4.071,0.450,0.029,0.854,2.034,0.165,0.406
198.777,-19.671,4.071,0.455,0.027,0.854,2.033,0.165,0.406
198.787,-19.666,4.072,0.459,0.026,0.854,2.033,0.165,0.406
198.797,-19.662,4.072,0.436,0.052,0.853,2.035,0.165,0.406
198.807,-19.658,4.073,0.415,0.077,0.851,2.036,0.165,0.406
198.817,-19.654,4.074,0.394,0.101,0.849,2.037,0.165,0.406
198.827,-19.650,4.075,0.374,0.123,0.848,2.039,0.165,0.406
198.837,-19.647,4.077,0.355,0.144,0.846,2.040,0.165,0.406
198.847,-19.643,4.078,0.338,0.137,0.845,2.040,0.165,0.406
198.857,-19.640,4.079,0.321,0.130,0.844,2.040,0.165,0.406
198.867,-19.637,4.081,0.305,0.124,0.843,2.039,0.165,0.406
198.877,-19.634,4.082,0.262,0.118,0.840,2.040,0.165,0.406
198.887,-19.632,4.083,0.222,0.084,0.838,2.038,0.165,0.407
198.897,-19.630,4.083,0.183,0.080,0.835,2.039,0.165,0.407
198.907,-19.629,4.084,0.174,0.076,0.835,2.038,0.165,0.407
198.917,-19.627,4.085,0.110,0.072,0.831,2.039,0.165,0.407
198.927,-19.628,4.085,-0.005,0.069,0.824,2.040,0.165,0.407
198.937,-19.628,4.086,-0.060,0.065,0.820,2.041,0.165,0.407
198.947,-19.629,4.087,-0.084,0.089,0.818,2.043,0.165,0.407
198.957,-19.630,4.088,-0.080,0.112,0.818,2.044,0.165,0.407
198.967,-19.631,4.089,-0.076,0.107,0.819,2.044,0.165,0.407
198.977,-19.631,4.091,-0.072,0.129,0.819,2.045,0.165,0.407
198.987,-19.633,4.092,-0.206,0.122,0.810,2.046,0.165,0.408
198.997,-19.636,4.093,-0.251,0.116,0.808,2.047,0.165,0.408
199.007,-19.638,4.094,-0.266,0.138,0.807,2.048,0.165,0.408
199.017,-19.641,4.096,-0.280,0.131,0.806,2.048,0.165,0.408
199.027,-19.644,4.097,-0.293,0.097,0.805,2.047,0.165,0.408
199.037,-19.647,4.097,-0.279,0.092,0.806,2.047,0.165,0.408
199.047,-19.650,4.098,-0.265,0.060,0.808,2.045,0.165,0.408
199.057,-19.652,4.099,-0.251,0.057,0.809,2.045,0.165,0.408
199.067,-19.654,4.099,-0.184,0.082,0.813,2.045,0.165,0.408
199.077,-19.655,4.100,-0.147,0.078,0.815,2.045,0.165,0.408
199.087,-19.657,4.101,-0.140,0.101,0.816,2.046,0.165,0.408
199.097,-19.658,4.102,-0.105,0.124,0.818,2.047,0.165,0.408
199.107,-19.659,4.104,-0.073,0.172,0.819,2.049,0.165,0.408
199.117,-19.659,4.107,-0.069,0.246,0.819,2.053,0.165,0.408
199.127,-19.660,4.110,-0.066,0.316,0.818,2.057,0.164,0.407
199.137,-19.660,4.114,-0.007,0.383,0.821,2.060,0.164,0.407
199.147,-19.660,4.118,0.020,0.446,0.822,2.063,0.164,0.407
199.157,-19.660,4.123,0.019,0.506,0.821,2.067,0.164,0.407
199.167,-19.660,4.129,-0.009,0.536,0.819,2.069,0.164,0.407
199.177,-19.660,4.134,-0.009,0.564,0.819,2.070,0.164,0.407
199.187,-19.660,4.140,-0.008,0.563,0.819,2.071,0.164,0.407
199.197,-19.660,4.146,-0.008,0.590,0.819,2.072,0.164,0.407
199.207,-19.660,4.152,0.020,0.588,0.821,2.072,0.164,0.407
199.217,-19.659,4.157,0.047,0.559,0.823,2.070,0.164,0.407
199.227,-19.658,4.163,0.127,0.558,0.828,2.069,0.164,0.407
199.237,-19.656,4.168,0.175,0.530,0.831,2.067,0.164,0.407
199.247,-19.655,4.173,0.166,0.504,0.831,2.066,0.164,0.407
199.257,-19.652,4.178,0.241,0.478,0.836,2.064,0.164,0.407
199.267,-19.649,4.182,0.283,0.427,0.839,2.060,0.164,0.407
199.277,-19.646,4.186,0.324,0.406,0.842,2.059,0.164,0.407
199.287,-19.643,4.190,0.308,0.385,0.841,2.058,0.164,0.407
199.297,-19.639,4.194,0.430,0.366,0.849,2.055,0.164,0.407
199.307,-19.634,4.197,0.436,0.375,0.849,2.056,0.164,0.406
199.317,-19.630,4.201,0.414,0.357,0.848,2.055,0.164,0.407
199.327,-19.626,4.205,0.393,0.366,0.846,2.056,0.164,0.407
199.337,-19.623,4.208,0.374,0.375,0.845,2.056,0.164,0.407
199.347,-19.619,4.212,0.328,0.384,0.842,2.057,0.164,0.407
199.357,-19.616,4.216,0.284,0.365,0.839,2.057,0.164,0.407
199.367,-19.614,4.219,0.242,0.347,0.836,2.057,0.164,0.407
199.377,-19.612,4.223,0.230,0.329,0.836,2.056,0.164,0.407
199.387,-19.610,4.226,0.136,0.285,0.830,2.055,0.164,0.407
199.397,-19.609,4.228,0.129,0.271,0.830,2.054,0.164,0.407
199.407,-19.608,4.231,0.068,0.230,0.827,2.053,0.164,0.408
199.417,-19.609,4.232,-0.018,0.191,0.822,2.052,0.165,0.408
199.427,-19.609,4.234,-0.044,0.154,0.820,2.050,0.165,0.408
199.437,-19.609,4.235,-0.042,0.091,0.821,2.047,0.165,0.408
199.447,-19.610,4.236,-0.068,0.059,0.820,2.045,0.165,0.408
199.457,-19.611,4.236,-0.064,0.056,0.820,2.045,0.165,0.408
199.467,-19.611,4.236,-0.061,0.026,0.821,2.044,0.165,0.408
199.477,-19.612,4.237,-0.058,0.025,0.821,2.044,0.165,0.408
199.487,-19.612,4.237,-0.028,0.024,0.823,2.043,0.165,0.408
199.497,-19.613,4.237,-0.026,0.022,0.823,2.043,0.165,0.408
199.507,-19.612,4.237,0.057,0.021,0.828,2.042,0.165,0.408
199.517,-19.611,4.237,0.082,0.020,0.830,2.042,0.165,0.408
199.527,-19.610,4.238,0.078,0.019,0.830,2.042,0.165,0.408
199.537,-19.609,4.238,0.129,0.018,0.833,2.041,0.165,0.408
199.547,-19.608,4.238,0.123,0.017,0.832,2.041,0.165,0.408
199.558,-19.605,4.238,0.281,0.016,0.842,2.038,0.165,0.407
199.568,-19.602,4.238,0.295,0.016,0.843,2.038,0.165,0.407
199.580,-19.599,4.239,0.335,0.015,0.846,2.037,0.165,0.407
199.591,-19.595,4.239,0.346,0.014,0.846,2.037,0.165,0.407
199.597,-19.592,4.239,0.328,0.041,0.845,2.039,0.165,0.407
199.606,-19.589,4.239,0.312,0.039,0.844,2.039,0.165,0.407
199.616,-19.586,4.240,0.296,0.092,0.842,2.042,0.165,0.407
199.627,-19.582,4.242,0.364,0.115,0.846,2.042,0.165,0.407
199.636,-19.579,4.243,0.346,0.136,0.844,2.043,0.165,0.407
199.646,-19.576,4.244,0.328,0.157,0.843,2.044,0.165,0.407
199.656,-19.572,4.246,0.339,0.177,0.843,2.045,0.165,0.407
199.666,-19.569,4.248,0.322,0.168,0.842,2.045,0.165,0.407
199.676,-19.566,4.249,0.306,0.159,0.841,2.045,0.165,0.407
199.686,-19.563,4.251,0.291,0.151,0.840,2.044,0.165,0.407
199.696,-19.560,4.252,0.304,0.116,0.842,2.042,0.165,0.407
199.706,-19.557,4.253,0.261,0.083,0.839,2.041,0.165,0.407
199.716,-19.555,4.254,0.248,0.079,0.838,2.041,0.165,0.407
199.726,-19.553,4.255,0.208,0.075,0.836,2.041,0.165,0.407
199.736,-19.551,4.255,0.198,0.044,0.835,2.039,0.165,0.407
199.746,-19.549,4.255,0.188,0.042,0.835,2.039,0.165,0.407
199.756,-19.548,4.256,0.096,0.012,0.829,2.039,0.165,0.408
199.766,-19.548,4.255,0.009,-0.016,0.824,2.039,0.165,0.408
199.776,-19.548,4.255,-0.046,-0.015,0.820,2.039,0.165,0.408
199.786,-19.549,4.255,-0.099,-0.069,0.818,2.037,0.165,0.408
199.796,-19.551,4.254,-0.149,-0.093,0.815,2.036,0.165,0.408
199.806,-19.552,4.252,-0.142,-0.116,0.816,2.035,0.165,0.408
199.816,-19.554,4.251,-0.162,-0.138,0.815,2.034,0.165,0.409
199.826,-19.556,4.249,-0.209,-0.158,0.812,2.034,0.165,0.409
199.836,-19.559,4.248,-0.281,-0.178,0.808,2.034,0.165,0.409
199.846,-19.561,4.246,-0.267,-0.169,0.808,2.034,0.165,0.409
199.856,-19.564,4.244,-0.281,-0.161,0.808,2.035,0.165,0.409
199.866,-19.567,4.243,-0.294,-0.153,0.807,2.035,0.165,0.409
199.876,-19.570,4.241,-0.280,-0.145,0.808,2.036,0.165,0.409
199.886,-19.573,4.240,-0.266,-0.138,0.808,2.036,0.165,0.409
199.896,-19.575,4.239,-0.252,-0.131,0.809,2.036,0.165,0.409
199.906,-19.577,4.237,-0.240,-0.124,0.810,2.036,0.165,0.409
199.916,-19.579,4.236,-0.200,-0.118,0.813,2.036,0.165,0.409
199.926,-19.581,4.235,-0.190,-0.085,0.813,2.038,0.165,0.409
199.936,-19.583,4.235,-0.181,-0.080,0.813,2.038,0.165,0.409
199.946,-19.584,4.234,-0.117,-0.076,0.818,2.038,0.165,0.408
199.956,-19.585,4.233,-0.111,-0.073,0.818,2.038,0.165,0.408
199.966,-19.587,4.233,-0.105,-0.042,0.818,2.039,0.165,0.408
199.976,-19.587,4.232,-0.073,-0.039,0.820,2.039,0.165,0.408
199.986,-19.588,4.232,-0.069,-0.037,0.820,2.039,0.165,0.408
199.996,-19.589,4.232,-0.093,-0.036,0.819,2.040,0.165,0.408
200.006,-19.590,4.231,-0.116,-0.034,0.817,2.040,0.165,0.408
200.016,-19.591,4.231,-0.110,-0.032,0.818,2.040,0.165,0.408
200.026,-19.592,4.231,-0.132,-0.003,0.816,2.042,0.165,0.408
200.036,-19.594,4.231,-0.153,0.025,0.814,2.044,0.165,0.408
200.046,-19.595,4.232,-0.118,0.051,0.816,2.045,0.165,0.408
200.056,-19.596,4.233,-0.112,0.103,0.816,2.048,0.165,0.408
200.066,-19.597,4.234,-0.079,0.126,0.818,2.049,0.165,0.408
200.076,-19.598,4.235,-0.047,0.119,0.820,2.048,0.165,0.408
200.086,-19.598,4.236,-0.045,0.113,0.820,2.048,0.165,0.408
200.096,-19.598,4.237,-0.015,0.108,0.822,2.047,0.165,0.408
200.106,-19.598,4.238,0.013,0.102,0.824,2.046,0.165,0.408
200.116,-19.597,4.239,0.067,0.097,0.828,2.045,0.165,0.408
200.126,-19.597,4.241,0.064,0.120,0.827,2.047,0.165,0.408
200.136,-19.596,4.242,0.116,0.141,0.830,2.047,0.165,0.408
200.146,-19.594,4.244,0.165,0.189,0.833,2.049,0.165,0.407
200.156,-19.592,4.246,0.157,0.235,0.832,2.052,0.164,0.407
200.166,-19.590,4.249,0.204,0.305,0.834,2.055,0.164,0.407
200.178,-19.588,4.253,0.248,0.345,0.836,2.057,0.164,0.407
200.188,-19.584,4.257,0.373,0.410,0.843,2.058,0.164,0.407
200.198,-19.580,4.261,0.410,0.417,0.846,2.058,0.164,0.406
200.208,-19.575,4.265,0.471,0.451,0.849,2.059,0.164,0.406
200.218,-19.570,4.270,0.475,0.456,0.849,2.059,0.164,0.406
200.228,-19.566,4.274,0.452,0.433,0.848,2.058,0.164,0.406
200.238,-19.562,4.279,0.429,0.412,0.846,2.058,0.164,0.406
200.248,-19.557,4.282,0.517,0.391,0.852,2.055,0.164,0.406
200.258,-19.551,4.286,0.519,0.371,0.852,2.054,0.164,0.406
200.268,-19.546,4.289,0.521,0.325,0.853,2.051,0.164,0.406
200.278,-19.541,4.292,0.495,0.282,0.852,2.049,0.164,0.406
200.288,-19.537,4.294,0.442,0.213,0.849,2.046,0.164,0.407
200.298,-19.533,4.296,0.420,0.175,0.848,2.044,0.164,0.407
200.308,-19.529,4.297,0.317,0.111,0.842,2.042,0.164,0.407
200.318,-19.527,4.298,0.246,0.050,0.838,2.040,0.165,0.407
200.328,-19.525,4.298,0.151,-0.007,0.833,2.038,0.165,0.408
200.338,-19.525,4.297,0.034,-0.062,0.826,2.036,0.165,0.408
200.348,-19.526,4.296,-0.105,-0.141,0.818,2.034,0.165,0.408
200.358,-19.528,4.294,-0.237,-0.189,0.810,2.033,0.165,0.409
200.368,-19.531,4.291,-0.225,-0.234,0.811,2.030,0.165,0.409
200.378,-19.536,4.289,-0.544,-0.278,0.791,2.032,0.165,0.410
200.388,-19.543,4.286,-0.681,-0.291,0.783,2.033,0.165,0.410
200.398,-19.551,4.283,-0.812,-0.277,0.775,2.036,0.165,0.411
200.408,-19.560,4.281,-0.881,-0.235,0.770,2.039,0.165,0.411
200.418,-19.569,4.279,-0.947,-0.196,0.766,2.043,0.165,0.411
200.428,-19.579,4.277,-0.955,-0.131,0.765,2.047,0.165,0.411
200.438,-19.588,4.277,-0.907,-0.070,0.767,2.050,0.165,0.411
200.448,-19.597,4.276,-0.862,-0.011,0.770,2.053,0.165,0.411
200.458,-19.604,4.277,-0.764,0.017,0.776,2.053,0.165,0.410
200.468,-19.611,4.277,-0.643,0.016,0.784,2.052,0.165,0.410
200.478,-19.616,4.277,-0.501,0.015,0.793,2.050,0.165,0.410
200.488,-19.620,4.277,-0.476,0.014,0.795,2.050,0.165,0.410
200.498,-19.623,4.277,-0.232,-0.014,0.811,2.046,0.165,0.409
200.508,-19.625,4.277,-0.221,-0.013,0.812,2.046,0.165,0.409
200.518,-19.626,4.277,-0.100,-0.013,0.819,2.044,0.165,0.409
200.528,-19.625,4.277,0.097,0.043,0.831,2.045,0.165,0.408
200.538,-19.623,4.278,0.175,0.096,0.836,2.046,0.165,0.408
200.548,-19.621,4.280,0.249,0.146,0.840,2.048,0.165,0.408
200.558,-19.618,4.281,0.264,0.194,0.840,2.050,0.165,0.408
200.568,-19.615,4.283,0.278,0.184,0.841,2.050,0.165,0.408
200.578,-19.613,4.285,0.264,0.202,0.840,2.051,0.165,0.408
200.588,-19.610,4.286,0.223,0.082,0.838,2.045,0.165,0.408
200.598,-19.610,4.286,0.075,-0.004,0.830,2.042,0.165,0.408
200.608,-19.610,4.285,-0.039,-0.141,0.824,2.036,0.165,0.409
200.618,-19.612,4.282,-0.147,-0.244,0.818,2.032,0.165,0.409
200.628,-19.614,4.279,-0.249,-0.342,0.813,2.028,0.166,0.410
200.638,-19.618,4.275,-0.347,-0.407,0.808,2.026,0.166,0.410
200.648,-19.621,4.270,-0.329,-0.442,0.809,2.023,0.166,0.410
200.658,-19.626,4.266,-0.560,-0.447,0.795,2.026,0.166,0.411
200.668,-19.632,4.261,-0.532,-0.452,0.797,2.026,0.166,0.411
200.678,-19.639,4.257,-0.753,-0.457,0.783,2.028,0.166,0.411
200.688,-19.648,4.252,-0.852,-0.434,0.776,2.031,0.166,0.412
200.698,-19.656,4.248,-0.810,-0.413,0.779,2.032,0.166,0.411
200.708,-19.664,4.244,-0.769,-0.419,0.782,2.031,0.166,0.411
200.718,-19.673,4.240,-0.923,-0.398,0.772,2.034,0.166,0.412
200.728,-19.682,4.236,-0.877,-0.378,0.775,2.035,0.166,0.412
200.738,-19.689,4.233,-0.778,-0.360,0.781,2.035,0.166,0.411
200.748,-19.696,4.229,-0.657,-0.369,0.789,2.033,0.166,0.411
200.758,-19.701,4.226,-0.514,-0.351,0.798,2.032,0.166,0.411
200.768,-19.705,4.222,-0.351,-0.306,0.808,2.033,0.166,0.410
200.778,-19.706,4.220,-0.169,-0.263,0.820,2.033,0.166,0.410
200.788,-19.708,4.218,-0.160,-0.222,0.820,2.035,0.166,0.410
200.798,-19.708,4.216,0.040,-0.129,0.831,2.037,0.166,0.409
200.808,-19.705,4.216,0.258,-0.040,0.844,2.039,0.166,0.408
200.818,-19.698,4.216,0.684,0.044,0.870,2.038,0.166,0.407
200.828,-19.689,4.218,0.870,0.125,0.881,2.039,0.165,0.406
200.838,-19.679,4.219,1.019,0.173,0.889,2.039,0.165,0.406
200.848,-19.668,4.221,1.132,0.192,0.896,2.038,0.165,0.405
200.858,-19.657,4.223,1.076,0.155,0.893,2.037,0.165,0.405
200.868,-19.645,4.224,1.187,0.065,0.900,2.030,0.165,0.405
200.878,-19.634,4.223,1.127,-0.076,0.898,2.023,0.166,0.405
200.888,-19.624,4.221,1.044,-0.209,0.894,2.016,0.166,0.406
200.898,-19.614,4.217,0.991,-0.336,0.891,2.009,0.166,0.406
200.908,-19.605,4.213,0.887,-0.457,0.886,2.004,0.166,0.406
200.918,-19.596,4.207,0.843,-0.544,0.884,1.999,0.166,0.406
200.928,-19.592,4.201,0.443,-0.599,0.859,2.001,0.166,0.408
200.938,-19.590,4.195,0.229,-0.624,0.845,2.002,0.166,0.408
200.948,-19.589,4.189,0.053,-0.620,0.834,2.005,0.166,0.409
200.958,-19.590,4.183,-0.142,-0.589,0.821,2.009,0.166,0.409
200.968,-19.593,4.177,-0.300,-0.560,0.811,2.012,0.166,0.409
200.978,-19.598,4.172,-0.422,-0.532,0.803,2.015,0.166,0.410
200.988,-19.604,4.168,-0.621,-0.450,0.790,2.022,0.166,0.410
200.998,-19.610,4.165,-0.590,-0.235,0.790,2.034,0.165,0.410
201.008,-19.618,4.164,-0.862,-0.086,0.771,2.046,0.165,0.410
201.018,-19.627,4.163,-0.902,-0.137,0.769,2.044,0.165,0.410
201.028,-19.637,4.161,-0.939,-0.158,0.767,2.043,0.165,0.411
201.038,-19.646,4.160,-0.892,-0.177,0.771,2.042,0.165,0.411
201.048,-19.654,4.158,-0.847,-0.141,0.773,2.044,0.165,0.410
201.058,-19.661,4.157,-0.723,-0.134,0.781,2.043,0.165,0.410
201.068,-19.668,4.156,-0.687,-0.127,0.784,2.043,0.165,0.410
201.078,-19.675,4.155,-0.652,-0.093,0.786,2.044,0.165,0.410
201.088,-19.677,4.154,-0.180,-0.061,0.816,2.040,0.165,0.409
201.098,-19.678,4.154,-0.171,0.024,0.815,2.045,0.165,0.409
201.108,-19.680,4.155,-0.163,0.106,0.815,2.049,0.165,0.409
201.118,-19.682,4.156,-0.154,0.100,0.816,2.049,0.165,0.409
201.128,-19.677,4.157,0.485,0.095,0.856,2.040,0.165,0.407
201.138,-19.672,4.159,0.461,0.173,0.854,2.044,0.165,0.407
201.148,-19.664,4.162,0.795,0.274,0.873,2.045,0.165,0.406
201.158,-19.655,4.164,0.892,0.260,0.879,2.043,0.165,0.405
201.168,-19.647,4.167,0.848,0.247,0.877,2.042,0.165,0.405
201.178,-19.640,4.169,0.723,0.208,0.869,2.042,0.165,0.406
201.188,-19.633,4.170,0.687,0.115,0.867,2.037,0.165,0.406
201.198,-19.626,4.170,0.652,0.027,0.866,2.032,0.165,0.406
201.208,-19.625,4.169,0.153,-0.112,0.836,2.031,0.165,0.408
201.218,-19.625,4.166,0.008,-0.354,0.829,2.020,0.166,0.408
201.228,-19.626,4.161,-0.185,-0.446,0.818,2.018,0.166,0.409
201.238,-19.630,4.156,-0.368,-0.506,0.807,2.017,0.166,0.410
201.248,-19.635,4.151,-0.542,-0.563,0.797,2.016,0.166,0.410
201.258,-19.642,4.145,-0.679,-0.535,0.788,2.019,0.166,0.410
201.268,-19.649,4.140,-0.645,-0.536,0.790,2.019,0.166,0.410
201.278,-19.656,4.134,-0.778,-0.591,0.783,2.018,0.166,0.411
201.288,-19.666,4.128,-0.904,-0.589,0.775,2.019,0.166,0.411
201.298,-19.677,4.122,-1.133,-0.560,0.760,2.024,0.166,0.412
201.308,-19.689,4.117,-1.186,-0.559,0.757,2.025,0.166,0.412
201.318,-19.701,4.112,-1.210,-0.531,0.755,2.027,0.166,0.412
201.328,-19.713,4.107,-1.177,-0.505,0.758,2.029,0.166,0.412
201.338,-19.724,4.102,-1.118,-0.479,0.761,2.030,0.166,0.412
201.348,-19.734,4.097,-1.062,-0.428,0.765,2.032,0.166,0.412
201.358,-19.744,4.094,-1.009,-0.352,0.767,2.036,0.166,0.411
201.368,-19.753,4.091,-0.821,-0.252,0.779,2.039,0.166,0.411
201.378,-19.760,4.090,-0.780,-0.102,0.780,2.047,0.166,0.411
201.388,-19.765,4.092,-0.494,0.123,0.796,2.056,0.165,0.410
201.398,-19.768,4.095,-0.277,0.309,0.808,2.063,0.165,0.409
201.408,-19.769,4.099,-0.071,0.431,0.819,2.067,0.165,0.408
201.418,-19.770,4.104,-0.067,0.492,0.819,2.071,0.165,0.408
201.428,-19.769,4.110,0.101,0.605,0.828,2.075,0.164,0.408
201.438,-19.764,4.117,0.453,0.657,0.850,2.073,0.164,0.407
201.448,-19.759,4.123,0.540,0.679,0.855,2.073,0.164,0.406
201.458,-19.753,4.130,0.596,0.617,0.859,2.069,0.165,0.406
201.468,-19.746,4.135,0.621,0.504,0.862,2.062,0.165,0.406
201.478,-19.741,4.138,0.562,0.342,0.860,2.054,0.165,0.407
201.488,-19.735,4.140,0.534,0.160,0.860,2.045,0.165,0.407
201.498,-19.732,4.139,0.343,-0.013,0.850,2.038,0.166,0.408
201.508,-19.730,4.138,0.188,-0.177,0.842,2.031,0.166,0.408
201.518,-19.730,4.134,0.014,-0.333,0.832,2.024,0.166,0.409
201.528,-19.732,4.130,-0.152,-0.454,0.823,2.020,0.166,0.410
201.538,-19.735,4.124,-0.336,-0.541,0.812,2.018,0.167,0.410
201.548,-19.740,4.118,-0.484,-0.596,0.803,2.016,0.167,0.411
201.558,-19.744,4.112,-0.460,-0.649,0.806,2.013,0.167,0.411
201.568,-19.750,4.105,-0.574,-0.671,0.799,2.013,0.167,0.411
201.578,-19.759,4.098,-0.848,-0.720,0.782,2.014,0.167,0.412
201.588,-19.767,4.091,-0.805,-0.739,0.785,2.013,0.167,0.412
201.598,-19.775,4.084,-0.875,-0.702,0.781,2.016,0.167,0.412
201.608,-19.786,4.077,-1.051,-0.695,0.770,2.019,0.167,0.412
201.618,-19.796,4.070,-1.053,-0.660,0.769,2.021,0.167,0.412
201.628,-19.806,4.064,-1.001,-0.627,0.772,2.022,0.167,0.412
201.638,-19.816,4.058,-0.923,-0.595,0.777,2.023,0.167,0.412
201.648,-19.824,4.052,-0.795,-0.538,0.785,2.025,0.167,0.412
201.658,-19.830,4.048,-0.645,-0.484,0.794,2.026,0.167,0.411
201.668,-19.835,4.044,-0.475,-0.405,0.804,2.028,0.167,0.411
201.678,-19.838,4.041,-0.314,-0.302,0.813,2.031,0.167,0.410
201.688,-19.839,4.039,-0.079,-0.177,0.827,2.035,0.166,0.409
201.698,-19.839,4.037,-0.075,-0.168,0.827,2.036,0.166,0.409
201.708,-19.838,4.038,0.176,0.115,0.840,2.048,0.166,0.408
201.718,-19.831,4.041,0.717,0.246,0.873,2.047,0.166,0.406
201.728,-19.824,4.044,0.681,0.371,0.869,2.054,0.165,0.406
201.738,-19.812,4.048,1.169,0.353,0.900,2.046,0.165,0.405
201.748,-19.801,4.052,1.110,0.445,0.895,2.052,0.165,0.405
201.758,-19.787,4.057,1.439,0.478,0.915,2.049,0.165,0.404
201.768,-19.773,4.062,1.367,0.481,0.910,2.049,0.165,0.404
201.778,-19.758,4.066,1.464,0.375,0.917,2.042,0.165,0.404
201.788,-19.744,4.068,1.390,0.274,0.913,2.037,0.165,0.404
201.798,-19.732,4.070,1.266,0.150,0.906,2.031,0.166,0.404
201.808,-19.720,4.070,1.148,0.005,0.900,2.025,0.166,0.405
